Gene Set,ES,NES,P-value,FDR
ADULT_LIVER_vs_FETAL_LIVER_GNF2,0.12538963038223613,0.5862706012385485,0.8888888888888888,1.0
ST_Gaq_Pathway,-0.5824415900465659,-2.0933744712058187,0.14545454545454545,1.0
HUMAN_CD34_ENRICHED_TF_JP,-0.17178372071758766,-1.195405335163828,0.2,1.0
P53_UP,0.12005450773382756,0.4938279589882001,0.926829268292683,1.0
tnfr2Pathway,-0.2473235633065658,-0.8597106914173457,0.35714285714285715,1.0
AR_MOUSE_PLUS_TESTO_FROM_NETAFFX,0.11968725531759616,0.6894974621836826,0.7380952380952381,1.0
ANDROGEN_GENES_FROM_NETAFFX,0.12112765370843595,0.6902684142338442,0.7142857142857143,1.0
ANDROGEN_UP_GENES,0.057117090960078214,0.4792722889252477,1.0,1.0
FRASOR_ER_DOWN,0.11317883636280944,0.6916838022204667,0.723404255319149,1.0
ST_Wnt_Ca2_cyclic_GMP_Pathway,0.07329978342345374,0.16906313969085163,1.0,1.0
BRCA_DOWN,0.15991284029967773,0.4969257706979814,0.8888888888888888,1.0
TESTIS_GENES_FROM_XHX_AND_NETAFFX,0.1080037909693729,0.7061769036480063,0.6590909090909091,1.0
stressPathway,-0.3040253020551059,-1.1938736496995754,0.3620689655172414,1.0
BRCA_UP,-0.3962451973113711,-1.602404903686638,0.21666666666666667,1.0
GLUCOSE_UP,0.13186026283871255,0.30413063988454664,1.0,1.0
tall1Pathway,-0.322901530189611,-1.1224239779973273,0.17857142857142858,1.0
tcraPathway,0.34282964388834325,0.6625419748578435,0.78,1.0
telPathway,0.187730241457637,0.6983236568524714,0.8181818181818182,1.0
GATA1_WEISS,0.15343176374225004,0.29651748490227,1.0,1.0
tercPathway,-0.21742758690233605,-0.7403992796509081,0.5818181818181818,1.0
LEU_UP,0.07059274950221522,0.5864353056629619,0.8947368421052632,1.0
tidPathway,-0.20362982858563783,-0.6934142099823134,0.6181818181818182,1.0
tnf_and_fas_network,-0.20822870134510613,-0.7090746058264064,0.6181818181818182,1.0
AR_MOUSE,0.10650266711751415,0.6069252139551803,0.7857142857142857,1.0
tob1Pathway,0.39079682198719484,0.7552418608581382,0.7,1.0
INS,-0.2410982870220946,-0.9451707029719666,0.42857142857142855,1.0
41bbPathway,-0.20488485593202832,-0.7565230236563283,0.5084745762711864,1.0
ST_B_Cell_Antigen_Receptor,0.1551232860919021,0.7316771404081441,0.6818181818181818,1.0
EGF_receptor_signaling_pathway,0.11800768641593108,0.4319198941269974,1.0,1.0
egfr_smrtePathway,0.22839658389022924,0.7097375561696346,0.7777777777777778,1.0
eif2Pathway,-0.19335995742917358,-0.7139681407048792,0.5254237288135594,1.0
electron_transporter_activity,-0.26220659856135314,-1.2769963797333437,0.35384615384615387,1.0
erbb3Pathway,0.2653855733193402,0.6121016483067573,0.9148936170212766,1.0
erbb4Pathway,0.3516843118382995,0.6796542324903403,0.78,1.0
erk5Pathway,-0.32404699414720967,-1.1295103034839173,0.16071428571428573,1.0
etcPathway,0.11723711554705595,0.36431185818757844,1.0,1.0
etsPathway,0.17145017124137785,0.7052370604860726,0.7560975609756098,1.0
extrinsicPathway,0.3007025282373419,0.6935588505506476,0.8723404255319149,1.0
fibrinolysisPathway,0.3652912099004583,0.7059505031731877,0.76,1.0
gata3Pathway,-0.39815171351560125,-1.3878124805606098,0.16071428571428573,1.0
GPCRs_Class_A_Rhodopsin-like_2,0.1699494603032789,0.32843907480775353,0.98,1.0
hbxPathway,0.35009990038901145,0.676592247888622,0.78,1.0
hdacPathway,-0.2628758145576558,-1.0388938972367519,0.3620689655172414,1.0
ifngPathway,-0.39580527227246415,-1.0660304780432313,0.39622641509433965,1.0
igf1rPathway,-0.20881961432893897,-0.7278694455253147,0.5,1.0
il1rPathway,-0.28368522286682846,-1.0196033620474683,0.32727272727272727,1.0
Inflammatory_Response_Pathway,0.30640289918937147,0.7067065375633801,0.8723404255319149,1.0
krebPathway,0.21052625937724082,0.48557074435091,0.9574468085106383,1.0
lairPathway,-0.2777815923205363,-0.7481548741200847,0.5849056603773585,1.0
eea1Pathway,-0.42556672756810104,-1.1461876175222379,0.3584905660377358,1.0
edg1Pathway,-0.2709959552390008,-0.9419972643732343,0.32142857142857145,1.0
DNA_DAMAGE_SIGNALLING,0.06797737683790284,0.7494869687495666,0.7586206896551724,1.0
deathPathway,-0.1691377741205751,-0.6630659671588935,0.4642857142857143,1.0
achPathway,0.32138799939391743,0.6211045153475934,0.8,1.0
actinYPathway,0.14764637955071996,0.6903340527125321,0.7333333333333333,1.0
alkPathway,-0.18953591369806153,-0.7490521879292955,0.43103448275862066,1.0
arfPathway,-0.24541393353253854,-0.8530727103393149,0.375,1.0
atrbrcaPathway,0.13188182363876638,0.7515530474034,0.6666666666666666,1.0
calcineurinPathway,-0.1868288128806788,-0.7324745173047009,0.43859649122807015,1.0
ccr3Pathway,0.1624117563925719,0.6680587650473848,0.7804878048780488,1.0
ccr5Pathway,0.17687813024036114,0.7275642347383084,0.7317073170731707,1.0
cdc42racPathway,0.181575292830248,0.7468853769310058,0.7073170731707317,1.0
cdmacPathway,-0.30190861769809596,-1.0280798598223784,0.2545454545454545,1.0
leptinPathway,-0.26460407662537266,-0.9010478868724212,0.43636363636363634,1.0
cell_adhesion_molecule_activity,0.04625522504053327,0.31338893381359756,1.0,1.0
cell_growth_and_or_maintenance,0.0888540763857653,0.6020051624249089,0.8780487804878049,1.0
ceramidePathway,-0.2973636022613879,-1.084488237582776,0.30357142857142855,1.0
chrebpPathway,-0.2597753268384143,-0.9474033951298511,0.32142857142857145,1.0
CR_ANGIOG,0.25285953860277366,0.5832108295600575,0.9148936170212766,1.0
CR_CYTOSKELETON,0.24761830746271218,0.47853948852431843,0.92,1.0
CR_IMMUNE_FUNCTION,0.14173284540978281,0.5829988651944779,0.8536585365853658,1.0
CR_TRANSCRIPTION_FACTORS,-0.16180888859063583,-0.6757780883320621,0.4838709677419355,1.0
CR_TRANSPORT,-0.23358005106760907,-0.7954027546144007,0.5454545454545454,1.0
cremPathway,0.30138835325878627,0.5824538173025217,0.88,1.0
dcPathway,-0.10850271196403498,-0.25666577945252095,0.98,1.0
cell_cycle_checkpointII,0.09300692216381207,0.3404146051341315,1.0,1.0
lymphocytePathway,-0.275449872312044,-0.7418748046782484,0.6037735849056604,1.0
MAP00051_Fructose_and_mannose_metabolism,0.24251794921609274,0.5593583502013473,0.9148936170212766,1.0
MAP00052_Galactose_metabolism,0.156746798355373,0.36153047974721486,1.0,1.0
p38mapkPathway,-0.19969534526167013,-0.7939919786896817,0.4528301886792453,1.0
p53hypoxiaPathway,-0.25073719235045094,-0.8739789207790184,0.3392857142857143,1.0
pdgfPathway,-0.1876085697741768,-0.735531604942167,0.43859649122807015,1.0
pitx2Pathway,0.15012033739817132,0.5584213931961208,0.9090909090909091,1.0
pkcPathway,-0.2631092591346123,-0.7086375774696423,0.6981132075471698,1.0
plcePathway,0.11971697022873039,0.37201795418712874,0.9555555555555556,1.0
plcPathway,0.385829803619552,0.745642754663211,0.7,1.0
pmlPathway,-0.6211742059672365,-2.1152648621467334,0.10909090909090909,1.0
ppargPathway,0.3825567963034187,0.739317441874153,0.74,1.0
Proteasome_Degradation,-0.20544605556903736,-0.7384011294656525,0.43636363636363634,1.0
nos1Pathway,-0.29411026598653145,-1.0859816197753225,0.23728813559322035,1.0
proteasomePathway,-0.3278806492675739,-1.139731677465731,0.17857142857142858,1.0
rabPathway,-0.31665938429892243,-1.1692426645649565,0.22033898305084745,1.0
ranklPathway,-0.20488838062395465,-0.7141665905216178,0.5,1.0
ranPathway,-0.2953130618867928,-0.6985701632675164,0.62,1.0
rarrxrPathway,0.18040748246078553,0.5606124379599872,0.8444444444444444,1.0
reckPathway,0.35045647675586833,0.6772813563554555,0.78,1.0
s1pPathway,0.13486842105262487,0.2606425425079861,1.0,1.0
SA_G1_AND_S_PHASES,0.13944563645967922,0.43332436743878083,0.9111111111111111,1.0
SIG_CD40PATHWAYMAP,-0.2221732309835819,-0.8709793483147447,0.44642857142857145,1.0
slrp2Pathway,-0.5630888089506536,-1.332000144827869,0.28,1.0
spryPathway,-0.22021611319422313,-0.7675935075424846,0.48214285714285715,1.0
ptenPathway,-0.3925683480939608,-1.3645897764706216,0.16071428571428573,1.0
ST_Dictyostelium_discoideum_cAMP_Chemotaxis_Pathway,0.10223689955623642,0.5569146590893185,0.813953488372093,1.0
no1Pathway,0.16017446407747865,0.6588559660981607,0.7804878048780488,1.0
nkcellsPathway,-0.38081451457246196,-1.2967756129157122,0.16363636363636364,1.0
MAP00100_Sterol_biosynthesis,0.20425522957693965,0.47110685458729334,0.9574468085106383,1.0
MAP00150_Androgen_and_estrogen_metabolism,0.37439259803194325,0.7235395646037848,0.76,1.0
MAP00220_Urea_cycle_and_metabolism_of_amino_groups,0.2606564902180565,0.6011941994764767,0.9148936170212766,1.0
MAP00240_Pyrimidine_metabolism,0.12134931443129353,0.661025641139016,0.7906976744186046,1.0
MAP00252_Alanine_and_aspartate_metabolism,0.23517479062261848,0.5424216364884472,0.9148936170212766,1.0
MAP00361_gamma_Hexachlorocyclohexane_degradation,0.17456546620829128,0.402628553870022,0.9574468085106383,1.0
MAP00500_Starch_and_sucrose_metabolism,0.1983052208977197,0.7258168735982513,0.75,1.0
MAP00512_O_Glycans_biosynthesis,0.29842574232242775,0.6883075311442095,0.8723404255319149,1.0
MAP00531_Glycosaminoglycan_degradation,0.24644083118931065,0.568406327044573,0.9148936170212766,1.0
MAP00533_Keratan_sulfate_biosynthesis,0.38520357077889966,0.7444325164286733,0.72,1.0
nktPathway,0.202801691843157,0.39192828220548653,0.96,1.0
MAP00590_Prostaglandin_and_leukotriene_metabolism,0.20305277368450161,0.4683334361811171,0.9574468085106383,1.0
MAP00602_Blood_group_glycolipid_biosynthesis_neolact_series,0.3479064494863124,0.6723532524611984,0.78,1.0
MAP00670_One_carbon_pool_by_folate,0.24003496056661688,0.5536314320947541,0.9148936170212766,1.0
FETAL_LIVER_HS_ENRICHED_TF_JP,-0.1914205014473808,-0.892410904088014,0.5483870967741935,1.0
MAP00720_Reductive_carboxylate_cycle_CO2_fixation,0.20816527341650232,0.4022937741962338,0.96,1.0
MAP00860_Porphyrin_and_chlorophyll_metabolism,0.25952184279182383,0.5985771786973995,0.9148936170212766,1.0
MAP03020_RNA_polymerase,0.13484232927065712,0.41901968766211267,0.9333333333333333,1.0
mapkPathway,-0.15269766329975587,-0.845274852057559,0.6285714285714286,1.0
mitrPathway,-0.3184183561863154,-0.7532262936399312,0.52,1.0
monocytePathway,-0.275449872312044,-0.7418748046782484,0.6037735849056604,1.0
nfkbPathway,-0.2184600719471987,-0.7614725845971053,0.5,1.0
MAP00600_Sphingoglycolipid_metabolism,0.16508027669033276,0.38075132796875527,0.9787234042553191,1.0
MAP00710_Carbon_fixation,0.2456996300626695,0.4748315118764373,0.92,1.0
